,id,city,state_code,university_id,no_of_student_hostel,name,infrastructure_id,latitude,longitude,offers_scholarship
8307,20721,Bangalore,29,215,4,"Karnataka College of Management, No.33/2, Thirumenahalli, Hegadenagara, Bangalore -560 064.",167928,13.590001,77.570001,1
8308,8699,Bijapur,29,229,1,BLDE's Arts & Commerce college for women Bijapur-586101,167931,16.830001,75.71000999999998,1
8309,17509,Yelandur,29,235,0,Government First Grade College Yelandur,167932,6.67868,68.00001,1
8310,144,BOTAD,24,135,0,Shree Samanvay Institute of Business Administration (SFI)-Botad -Bhavnagar. 762,167934,22.1161523,71.70123249,1
8312,53024,pratapgarh,9,510,0,HARISH DEGREE COLLEGE,166052,25.8973038,81.9452981,0
8314,37044,COIMBATORE - 641032,33,439,2,Karpagam College of Engineering,167939,10.520001,77.100001,0
8316,45220,Velneshwar,27,318,5,"VIDYA PRASARAK MANDAL VPMâS MAHARSHI PARSHURAM COLLEGE OF ENGINEERING, RATNAGIRI",167942,17.37001,73.21000999999998,1
8317,18574,Gondia,27,332,0,Natwarlal Maniklal Dalaal Arts Commerce College,167972,21.28002,80.29005,1
8318,9000,JALGAON,27,320,2,"100099-KCES'S EKLAVYA COLLEGE OF PHYSICAL EDUCATION, JALGAON.",167946,21.25623,78.25623,1
8320,52351,AHMEDABAD,24,135,0,APOLLO INSTITUTE OF ENGINEERING 128,167948,23.67001,72.56001,0
8321,45047,BOTAD,24,135,1,"SHRI J M SABVA INSTITUTE OF ENGINEERING & TECHNOLOGY, BOTAD 107",167949,16.53408,71.704593,1
8322,741,WADHWAN-363030,24,151,0,V.D.GARDI LAW COLLEGE-WADHWAN,167950,22.724341,71.652891,1
8325,1356,NEAR ANJANA NAGAR,29,249,2,"East West Institute of Technology, BANGALORE",167892,36.11111,77.11110999999998,1
8327,5804,Singvad,24,136,0,Shri S. R. Bhabhor Arts College,167956,22.957068,73.958526,1
8330,44647,TARAKESWAR,19,569,0,Rabindra Mahavidyalaya,167960,22.835126,87.979326,0
8335,10089,Belgaum,29,602,0,"SAGAR B.ED COLLEGE, BELGAUM",167968,6.30001,68.78001,0
8340,43373,BARASAT,19,590,0,Barasat Government College,167974,22.72001,88.48001,1
8341,46803,JAUNPUR,9,549,2,"PRASAD INSTITUTE F TECHNOLOGY, JAUNPUR",167976,25.00001,82.00001,1
8343,28258,CHARKHI DADRI-127306,6,167,0,MLRS COLLEGE OF EDUCATION,167978,25.604001,87.424001,1
8345,36311,Bhopal,23,287,0,"Ravi Shankar College Of Pharmacy,  Bhanpur Bypass Road, Near Peoples Dental College, Bhopal -462010",167981,23.18006,77.24004,1
8347,14023,Jaysingpur,27,313,2,"Dr. J.J. Magdum Ayur. Med. College, Jaysingpur",167984,16.78273,74.552277,1
8348,218,Kalol,24,135,1,"SHRI SWAMINARAYAN COLLEGE OF PHARMACY, KALOL 258",167987,23.2442313,72.50328469999998,1
8349,5920,"AHMEDABAD, Pincode : 380009",24,136,1,Shri H. K. Commerce College,167988,23.029106,72.571612,1
8350,48668,BOTAD,24,135,1,SHRI J M SABVA INSTITUTE OF ENGINEERING AND TECHNOLOGY 698,167989,16.05348,71.704593,1
8351,29885,Khargone,23,270,2,"Govt. P.G. College,  Khargone",167990,21.82336,75.610364,0
8352,19369,Kota,8,387,0,"Albert Einstein Womens T.T. College,Basant Vihar, Kota",167991,25.15582,75.82375,0
8353,206,AHMEDABAD,24,135,1,"R.C.Technical Institute,Ahmedabad 640",167992,23.08305433,72.53091973,1
8354,8677,Humnabad,29,229,0,"Ramchandra Veerappa Arts & Science College for Women, Humnabad-585 330",167993,17.77001,77.13001,1
8355,42532,SHRAWASTI,9,510,0,"MAHAMAYA RAJKIYA MAHILA MAHAVIDYALAYA, SHRAWASTI",167996,27.59775,81.95348099999998,0
8356,46231,Greater Noida,9,549,2,"GREATER NOIDA INSTITUTE OF TECHNOLOGY, GREATER NOIDA",168000,28.04962,77.563001,1
8361,89,Vapi,24,135,2,"SWAMINARAYAN PHARMACY COLLEGE, SALVAV 265 ",168005,20.24381,72.54560999999998,1
8362,357,Godhra,24,135,2,Government Polytechnic Godhra 618,168006,23.12121,74.12310999999998,1
8363,6767,BHABHAR,24,138,0,ARTS & COMMERCE COLLEGE BHABHAR,168007,24.068813,71.604123,0
8365,7346,Nanded,27,328,0,"K.R.M. Mahila Arts & Comm Mahavidyalaya, Vazirabad, Nanded",168010,19.15001,68.25001,1
8368,40674,sangaria,8,406,2,"Gramotthan Vidyapeeth T. T. College, Sangaria",168016,29.50012,75.30012,0
8370,5957,Ahmedabad,24,136,0,Neeldeep College of Commerce,168019,23.070452,72.52125499999998,1
8371,16483,Chennai,33,439,3,Maamallan Institute of Technology,168021,12.9618299,79.89949819999998,1
8373,20984,Bangalore,29,215,1,"Hasnath Academy of Management Studies, No.43, Dickenson Road, Bangalore-42",168026,26.24356,73.13245,1
8374,41630,Pune,27,323,2,"Maharashtra Academy of Engineering and Educational Research Maharashtra Institute of Technology, Kothrud, Pune 38",168031,18.5187098,73.815807,1
8375,33489,Jabalpur,23,289,2,"Govt. Autonmous Science College, Civil Linesr, Jabalpur",168034,23.094759,79.580775,1
8376,79,Anjar,24,135,2,SRK Institute  of Management & Computer Education (SFI)-Anjar Kutchh 781,168035,23.171399,69.939442,1
8377,16376,Kolkata - 700014,19,586,0,"College of Nursing , N R S Medical College",168037,12.25675,70.12541,1
8380,20798,BANGALORE,29,215,4,"Karnataka College of Commerce, No.33/2, Tirumenahalli, Hegadenagar Main Road, Jakkur Post, Yelahanka Hobli, Bangalore-64.",168040,13.590001,77.570001,1
8383,33971,Mumbai,27,318,0,Vidya Vikas Education Trust College of Arts Com Sci B M M & B M S  I B Patel Municipal School  Goregaon W Mumbai 400 062,168043,19.17946,72.84223,0
8384,44720,Pandua,19,569,2,Pandua College of Education,168045,22.00125,88.00023,0
8385,919,RAJKOT,24,151,0,P.D.M.GRADUATE TEACHER'S COLLEGE-RAJKOT,168046,22.300001,70.783301,1
8387,5879,Kapadwamj,24,136,0,Shah K. S. Arts and V. M. Parekh Commerce College,168048,23.020016,73.070042,1
8390,19827,Hyderabad,36,17,2,SVVR Educational Society Group of Institutions,168051,17.34361,78.12963,1
8392,721,RAJKOT,24,151,0,"SHRI SANSKARDHAM B.ED. COLLEGE, RAJKOT",168054,22.314437,70.790491,1
8393,46495,Bramhapuri,27,658,0,SHANTABAI BHAIYA WOMEN COLLEGE BRAMHAPURI,168055,20.500001,73.11000099999998,1
8397,40740,Padampur,8,406,0,"Sri Sant Prannath PG College, Padampur",168060,29.68331,73.61670999999998,1
8399,5823,Birpur,24,136,0,K. C. Sheth Arts College,168062,23.1332572,73.61607449999998,1
8400,12347,Gaura,9,505,0,"AMAR SHAHID R.R.B. SINGH MAHAVIDYALAYA, GAURA BIHAR,",168063,26.323992,80.84608199999998,0
8401,6352,Junagadh,24,140,4,College of Agricultural Engineering and Technology- Junagadh,168064,21.522184,70.457876,1
8402,28128,GOHANA,6,167,0,CH. KATAR SINGH COLLEGE OF EDUCATION,168066,29.13388,76.688336,0
8403,48508,Valam,24,138,2,JIVANJYOT COLLEGE OF EDUCATION VALAM,168067,23.587961,72.369325,1
8404,53109,BILARA,8,399,0,ADARSH MAHILA MAHAVIDHYALAYA,168068,26.183786,73.71482799999998,0
8405,1011,Amreli,24,151,1,"SHRI MUKESH JANI B.ED. COLLEGE, AMRELI",168070,21.59711,71.19414,0
8406,14205,GORAKHPUR,9,508,0,"Swaran Jayanti Mahila Mahavidyalaya, Piperaich, Gorakhpur",168071,26.830001,83.530001,0
8407,6915,Tumkur,29,244,0,"Government First Grade College, Bukkapattana",168072,13.65001,76.75001,1
8408,50265,Gazole,19,571,2,ADARSHABNI TEACHERS TRAINING COLLEGE,168073,25.11222,88.106001,0
8410,38791,ramgarh shekhawati,8,422,1,"Smt. Parmeshwari Devi Dhanraj Khetan Kanya Mahavi., Sikar",168076,27.0238036,74.21793259999998,0
8411,38425,BAGAR,8,422,1,"Shri Chavo Veero Balika PG Mahavi., Jhunjhunun",168078,28.18001,75.50001,1
8415,18925,Chimur,27,658,0,"Gramgeeta College, Chimur",168082,20.512215,79.385573,1
8422,6978,Tumkur-02,29,244,2,Akshaya College of Education,168092,28.25001,78.25320999999998,1
8423,39091,ramgarh shekhawati,8,422,1,"Smt. Parmeshwari Devi Dhanraj Khaitan Mahila B.Ed. College, Sikar",168093,27.0238036,74.21793259999998,0
8424,46076,Moradabad,9,549,2,"MORADABAD INSTITUTE OF TECHNOLOGY, MORADABAD.",168094,28.87221,78.75660999999998,1
8426,14129,Basti,9,508,0,"Jayaram Raj Upadhyay Balika Degree College, Padaribabu, Parsurampur, Basti",168098,26.9106215,82.32755439999998,0
8428,36281,Gwalior,23,287,0,"Shri Krishna Institute of Technology and Management,Bhat Kheri Jhansi road, Gwalior",168100,26.190407,78.173767,0
8431,33880,Mumbai,27,318,0,The Bombay Salesian Societys Don Bosco Institute Technology at Premier Automobile Road Kurla (W) Mumbai 400 070,168103,12.881437,77.444918,1
8432,45689,Komarapalayam,33,481,2,"J.K.K. NATARAJAH COLLEGE OF PHARMACY (Inst. Code - 032), SALEM",168106,11.44001,77.73001,1
8436,29891,Burhanpur,23,270,0,Prof Brijmohan Mishra Institute of Medical & Technical Sciences,168110,21.38822611,76.26371211,1
8437,26775,Thirumansoali Post,33,439,2,"Pandiyan Saraswathi Yadav Engineering College, Arasanoor, Sivagangai",168111,9.845557,78.483743,1
8440,16506,Vadamavandal,33,439,4,Arulmigu Meenakshi Amman College of Engineering,168115,12.54628,79.46554,1
8441,46371,Basant Vihar Kota,8,387,0,"UMA SHIV T T COLLEGE BASANT VIHAR, KOTA",168116,25.15582,75.82375,0
8442,16598,TINDIVANAM,33,439,2,University College of Engineering Tindivanam,168119,12.00001,79.00001,1
8444,292,Rajkot - 360005,24,135,0,"V.V.P. ENGINEERING COLLEGE, RAJKOT 047",168121,22.2645986,70.7132227,0
8445,18757,NAGPUR,27,332,0,"Radhika Teacher's College, Rajiv Nagar, Comalwada",168122,21.101729,79.066624,1
8446,39192,"SINGHANA, JHUNJHUNU",8,422,0,"Vishwa Bharti Degree College, Jhunjhunun",168123,28.09508,75.83215,1
8449,46178,MEERUT,9,549,2,"B.D.S. INSTITUTE OF MANAGEMENT, MEERUT",168127,28.25004,77.25004,1
8453,52619,PRATAPGARH,9,510,0,"PARMESHWER PRASAD MEWA LAL DERGEE COLLEGE, MALADHAR, CHHATTA KUNDA",168134,25.00034,81.00082,0
8456,53101,GANDHINAGAR,24,135,0,JAIN INSTITUTE OF TECHNOLOGY-DIPLOMA,168138,23.231402,72.72323,1
8459,20831,Indiranagar,29,215,2,"Mont Fort  College, Old Madrass Road, Bl-38",168141,12.09719025,77.6411435,1
8460,19457,KOTA,8,387,0,"Prashanti T.T. College, Mahaveer Nagar, Kota",168143,25.20001,75.80001,1
8461,47632,ETAH,9,509,0,"SHRI RADHARANI MAHAVIDYALAYA VIRAMPUR, AGRA",168144,27.35761,78.37117999999998,0
8462,26781,Madurai,33,439,2,"Velammal College of Engineering & Technology, Madurai",168145,9.563623,78.10362999999998,1
8463,47842,DHANPUR,24,136,0,"GOVERNMENT ARTS COLLEGE, DHANPUR",168146,22.633858,74.09756799999998,1
8464,43588,Phondaghat,27,300,2,Kai. Rajaram Marathe College of Agriculture,168148,15.37001,74.18000999999998,1
8465,27046,Nagercoil,33,439,2,M.E.T. Engineering College,168149,11.00001,77.00001,1
8466,37021,COIMBATORE,33,439,2,Jansons Institute of Technology,168150,11.115222,77.18843599999998,1
8467,1013,Mangrol,24,151,1,"SHRI M.N. KAMPANI ARTS & A.K. SHAH COMMERCE COLLEGE, MANGROL",168151,21.1329448,70.1154061,1
8469,15526,HATHRAS,9,509,1,"SHRI KRISHAN YOGIRAJ DEGREE COLLEGE RATIBHANPUR,MAHAMAYA NAGAR",168153,27.39404,78.26430999999998,0
8470,28225,Jhajjar,6,167,0,"Govt. College, Badli 240033.",168155,28.00005,76.00001,1
8473,41635,Pune,27,323,3,"Deccan Education Societys Law College, Pune",168158,18.3100001,73.55000099999998,1
8474,49138,NAGAPATTINAM,33,439,1,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,168159,10.370001,79.450001,1
8475,49465,LUCKNOW,9,549,1,"SCHOOL OF MANAGEMENT SCIENCES, LUCKNOW",168160,26.84651,80.94668,1
8476,44031,Thrissur,32,257,3,"College of Horticulture, Vellanikkara",168161,10.51667,76.28333,1
8478,30142,Bhubaneswar,21,351,4,"Biju Patnaik Institute of Information Technology and Management, (BIITM), Bhubaneswar",168164,20.334889,85.820249,0
8484,46216,MEERUT,9,549,0,"DEWAN V.S. INSTITUTE OF HOTEL MANAGEMENT AND TECHNOLOGY, MEERUT.",168170,28.55001,77.38001,1
8485,269,Ahmedabad,24,135,0,R.B.Institute of Management Studies (SFI)-Ahmedabad 549,168171,23.045831,72.640226,1
8488,28137,Gurgaon,6,167,0,"Govt. College, Sector-9, Gurgaon",168177,28.47001,76.00001,1
8489,15549,ETAH,9,509,0,"RADHA KRISHNA MAHAVIDHALAYA,PUL ALTHARA,KAKRAWLI,ETAH",168178,12.12325,71.21352,0
8491,53108,Santalpur,24,138,0,"Government Arts College, Santalpur",168184,23.76307,71.16713,0
8496,52871,"Mangalkote, Burdwan",19,569,0,"Government General Degree College, Mangalkote",168188,23.56472,87.96666,0
8499,19433,Kota,8,387,1,"Bharti T.T. College, A 484, Industrial Area, Road No. 7, Anantpura, Kota",168191,25.1131622,75.8577528,1
8500,14213,BASTI,9,508,0,"Sukhai Singh Degree College, Bhelwal, Pipra Gautam, Basti",168192,26.78007,82.76411,0
8502,29678,JHABUA,23,270,0,"Govt. P.G. College,  Jhabua",168194,21.312345,73.212345,1
8503,40683,BHADRA,8,406,0,"Bal Gangadhar Tilak Shiksha Sansthan, Bhadra",168195,29.104315,75.16545499999998,1
8506,51933,JUNAGADH,24,151,3,GMERS MEDICAL COLLEGE,168198,21.310001,70.280001,1
8507,14108,BASTI,9,508,0,"Chandragupta Maurya Prabhabansh Mahila Degree College, Mathauli, Bankati, Basti",168199,26.81001,82.76001,0
8509,5971,ahmedabad-380006,24,136,0,Smt. M. N. K. Dalal Education College for Women,168202,23.01274258,72.5699297,1
8511,47315,KIRATPUR,9,525,0,"MAULANA MOHAMMED ALI JOHAR HIGHER EDUCATION INSTITUTE, KIRATPUR",168206,29.49942,78.20773,1
8513,35104,sehore,23,269,0,"Swami Vivekanand College of Prof. Studies, H.N.15, Near Bhopal Naka, Sehore",168208,23.208924,77.103043,0
8516,51981,DAUSA,8,422,0,"IMPULSE DEGREE COLLEGE, DAUSA",168212,26.340001,76.230001,0
8517,18217,Bramhapuri,27,658,2,"Nevjabai Hitkarini College, Bramhapuri",168213,20.50001,73.11000099999998,1
8518,17733,CHITRADURGA,29,218,2,"Sri Jagadguru Murugharajendra Arts,Science and Commerce College, Chitradurga.",168214,14.23001,76.040001,1
8520,42670,Balurghat,19,571,2,Balurghat College,168217,25.709001,88.679001,1
8521,28052,Narnaul,6,167,0,SANSKRITI INSTITUTE OF EDUCATION AND TECHNOLOGY,168218,28.016862,76.06094799999998,1
8522,43739,Thiruvananthapuram,32,260,1,"BNV College of Teacher Education, Thiruvallam, Thiruvananthapuram",168219,8.442767,76.9571257,1
8524,33878,Mumbai,27,318,0,Chetanas Ramprasad Khandelwal Institute of Management and Research  Survey No 341 Bandra (East)  Mumbai 400 051,168225,19.05735,72.05735,1
8525,50209,GANDHINAGAR,24,135,1,SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY,168226,23.115382,72.630068,1
8526,23111,Khallikote,21,365,2,Govt. College of Art and Crafts,168227,19.6072997,85.0765906,0
8528,16335,Nongtalang,17,341,1,Nongtalang College,168233,25.122758,92.035405,0
8529,28033,Rewari,6,167,0,J.R. MEMORIAL COLLEGE OF EDUCATION,168234,28.40001,76.50001,0
8530,44041,Murshidabad,19,576,2,Prof. Sayed Nurul Hassan College,168235,24.4729933,87.5440025,0
8531,45857,THOOTHUKUDI,33,483,0,"K.N.SUBBARAJ MEMORIAL COLLEGE OF EDUCATION , THOOTHUKKUDI",168236,11.1271225,78.656894,1
8532,25007,Tiruchirappalli,33,439,2,M.A.M. School of Engineering (New),168237,10.483002,78.41114,1
8534,36625,Suratgarh,8,406,0,Suratgarh P.G. College,168270,29.316701,73.900001,0
8535,21074,Bangalore -560 102,29,215,2,"The Oxford College of Science, No.32, 19th Main Road, 17th B Cross, Sector-4, HSR Layout, Bangalore -560 102",168239,12.91001,77.64001,1
8536,19395,Todabhim,8,387,0,"Govt. College, Todabhim, Karauli",168240,26.9314337,76.85234959999998,1
8537,1273,Mysore - 570002,29,249,3,"Vidya Vardhaka College of Engineering, MYSORE",168241,12.335963,76.618801,1
8539,50347,Savarkundla,24,151,2,"SHREE MANIBEN KARSANBHAI SAVALIYA ARTS COLLEGE, BADHADA",168243,21.2689647,71.336326,1
8541,35984,Ratlam,23,287,0,"Shree Sai Institute of Technology,  Jaora Road, Ratlam 45700",168247,23.30001,75.00007,1
8545,10203,Belagavi,29,602,2,"KLE SOCIETYS COLLEGE OF EDUCATION, BELGAUM",168253,15.52001,74.34001,1
8546,33553,Mumbai - 400 074,27,318,1,Vivekanand Education Societys College of Pharmacy Sindhi Society Chembur Mumbai 400 071,168254,19.03281,72.89635,1
8548,13525,BALLIA,9,527,0,"Maa Fula Devi Kanya Mahavidyalaya, Titauli (Baghuri) Ballia",168258,30.23574,85.19503,1
8549,1245,Basavakalyan,29,249,2,"Basava Kalyan Engineering College,  BASAVA KALYAN",168260,17.840218,76.95373499999998,1
8550,19383,kota,8,387,0,"Children T.T. College,Dadabari Chhota Choraha, Near Police Station, Kota",168261,25.15001,75.82000999999998,1
8551,28142,faridabad,6,167,1,"Delhi Engineering College, LadiyaPur",168264,28.30216,77.21988,0
8552,10935,Kaptipada,21,359,0,"Kaptipada College, Kaptipada",168266,20.300001,86.320001,0
8553,27082,SIVAKASI,33,439,2,P.S.R.Engineering College,168272,9.44855,77.07755,1
8554,5979,Ahmedabad,24,136,1,Aakar Adhyapan Mandir M. Ed. College,168273,23.1221969,72.50125599999998,1
8555,17722,Davangere,29,218,1,"Sri. Manjunatha Swamy First Grade College, Davangere",168275,23.250001,75.210001,1
8556,32605,Ratlam,23,291,0,"Shri Saai Institute of Tech.New R.T.O.Office, Jaora Road, Ratlam",168277,23.300001,75.00007,1
8557,44670,Kolkata,19,569,0,Pandit Raghunath Murmu Smriti Mahavidyalaya,168280,22.510001,87.390001,0
8558,46256,Greater Noida,9,549,2,"GREATER NOIDA INSTITUTE OF TECHNOLOGY (MBA INSTITUTE), GREATER NOIDA",168281,28.04962,77.563001,1
8559,9936,Bagalkot,29,602,2,"BVVSS COLLEGE OF EDUCATION,  BAGALKOT",168282,16.18154,75.69734599999998,1
8560,7005,Tumkur,29,244,1,"Sri Siddartha Arts, Science and Commerce First Grade College",168285,13.34001,77.10000999999998,1
8561,6924,TUMKUR - 572102,29,244,0,"Sree Siddaganga Arts, Science and Commerce First Grade Women's College",168286,13.34001,77.10000999999998,1
8562,45520,COIMBATORE,33,481,1,"K.M.C.H. COLLEGE OF NURSING (Inst. Code - 078), COIMBATORE",168287,11.0423517,77.040478,1
8563,20757,Bangalore,29,215,2,"RV Institute of Management, No.17, 26th Main, 36th Cross, Jayanagar, 4th T Block, Bangalore-41.",168288,12.55001,77.35000999999998,1
8564,45258,VALIA,24,135,2,VALIA POLYTECHNIC COLLEGE 688,168289,21.340799,73.100718,1
8565,10022,Belgaum,29,602,3,"KLES R.L. SCIENCE INSTITUTE ,  BELGAUM",168290,15.85031,74.53251,0
8566,49585,MUMBAI,27,318,0,ADITYA INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,168291,19.131098,72.505004,1
8567,37087,Gobichettipalayam,33,439,2,Shree Venkateshwara Hi-Tech Engineering College,168293,11.4064646,77.5734048,1
8569,15177,ALIGARH,9,509,0,"DR B.R AMBEDKAR JANAM SHTABDI DEGREE COLLEGE,DHANSARI ALIGARH",168295,6.21455,68.32552,0
8570,15789,Solapur,27,327,0,S.S.A.ARTS AND COMMERCE COLLELGE NEAR SAIFI HOSPITAL SIDDHESHEWER PETH SOLAPUR DIST-SOLAPUR,168296,17.6748607,75.95122999999998,1
8571,16542,CHENNAI,33,439,2,Sree Sastha College of Engineering,168297,13.040001,80.05000099999998,1
8572,45524,COIMBATORE,33,481,2,"K.M.C.H. COLLEGE OF PHYSIOTHERAPY (Inst. Code - 100), COIMBATORE",168298,11.0423517,77.040478,1
8573,393,Rajkot - 360005,24,135,0,Shri Sunshine Education Trust Group of Institute (Faculty of MCA) (SFI) -Rajkot 538,168299,22.26001,70.74001,1
8574,6331,KOLKATA,19,592,6,Gurunanak Institute of Technology 311,168300,22.690001,88.370001,0
8576,25215,Sri Ganganagar,8,419,0,"Surendera Group of Institutions,Sri Ganganagar",168307,29.50001,73.50001,1
8577,34068,Mumbai,27,318,2,Shri Narsee Monjee College of  Commerce & Economics Juhu Development Scheme Vile Parle West Mumbai 400 056,168309,19.11111,72.11110999999998,1
8578,37042,COIMBATORE,33,439,2,Kalaivani College of Technology,168311,10.900001,76.969722,1
8579,19470,KOTA,8,387,0,"Aklank T.T. College, Basant Vihar, Kota",168312,25.1555401,75.82361629999998,1
8584,50834,BHADRA,8,406,0,"Maharaja Agarsain PG College, Bhadra",168318,29.100499,75.161333,1
8585,45280,JASDAN,24,151,1,"SHRI K V RAMANI MAHILA ARTS, COMMERCE COLLEGE, ATKOT",168319,22.009850600000004,71.147823,0
8586,14199,Gorakhpur,9,508,0,"Akhilbhagya, Mahavidyalaya, Ranapar, Gorakhpur",168320,26.250001,83.25000099999998,1
8587,42636,Pratapgarh,9,510,1,"MUNISHWAR DUTT SNATKOTTAR MAHAVIDYALAYA, PRATAPGARH",168322,25.901233,81.999207,1
8588,28494,Rohtak,6,167,0,Hindu Instt. of Management & Technology,168323,30.10001,75.17001,0
8591,1188,Mogari-388345,24,148,1,"IJ Patel B.Ed. College, Mogri",168327,22.536342,72.93433799999998,1
8592,5909,Ahmedabad,24,136,1,Akar Adhyapan Mandir,168328,23.1221969,72.50125599999998,1
8593,45040,Dhari,24,135,0,"ARUN MUCHHALA ENGINEERING COLLEGE KHOKHARA MAHADEV, AMRELI 699",168329,21.00362,71.00131,1
8594,839,AMRELI,24,151,0,"SHRI D.M. PATEL COLLEGE OF PHYSIOTHERAPY, AMRELI",168331,21.602871,71.21817,1
8596,33803,Mumbai,27,318,0,Shri Vile Parle Kelvani Mandals Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics Vile Parle West Mumbai 400056,168334,19.1029896,72.83744269999998,1
8597,22959,Jammu,1,195,0,Calliope College of Education,168336,32.880987,74.733198,0
8600,7401,Nanded,27,328,3,"People's College, Nanded",168340,19.15001,77.30001,1
8602,48281,Trichy,33,439,2,SUREYA COLLEGE OF ENGINEERING,168346,10.00001,70.00001,1
8603,21658,RAIPUR,22,93,2,Pt. Harishankar Shukla College Sankar nagar,168348,12.23121,72.11110999999998,1
8604,45431,CHENNAI,33,481,2,"SHARMILA COLLEGE OF NURSING (Inst. Code - 072), CHENNAI",168347,13.83001,80.27001,0
8607,44673,Bhadreswar,19,569,0,Kabi Sukanta Mahavidyalaya,168351,22.250001,88.350001,1
8608,47351,Balaghat,23,289,0,SATPUDA COLLEGE,168353,21.19001,79.81001,1
8609,38823,BAGRU,8,422,0,"Bagru Shikshak Prashikahan Mahavi., Jaipur",168355,26.8375641,75.5973486,0
8610,14332,MAHARAJGANJ,9,508,0,"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Paniyara, Maharajganj",168356,26.99855,83.46076999999998,0
8612,48829,Hyderabad,36,27,0,"HOLY MARY DEGREE COLLEGE, BALANAGAR",160362,17.494793,78.39964399999998,1
8613,34028,Mumbai,27,318,1,Government of Maharashtra Ismail Yusuf  College of Arts Science & Commerce Jogeshwari East Mumbai  400 060,168359,18.97501,72.82581,1
8615,51563,RAJKOT,24,135,1,"AARYA-VEER COLLEGE OF ENGINEERING & TECHNOLOGY,RAJKOT",168361,22.34385,70.562001,0
8617,47103,Jaipuir,8,420,0,"LAL BAHADUR SHASHTRI COLLEGE OF PHARMACY, JAIPUR",168364,26.550001,75.520001,1
8619,45321,COOCHBEHAR,19,579,0,"COOCHBEHAR COLLEGE, COOCHBEHAR",168366,25.160001,89.460001,1
8620,11191,Jath,27,325,1,"Raje Ramrao Mahavidyalaya, JATH",168367,17.01741803,75.22522431999998,1
8623,27043,NAGERCOIL,33,439,2,Ponjesly College of Engineering,168370,8.2074215,77.3995467,1
8626,8249,Kottakkal,32,251,1,"FAROOK B. Ed. COLLEGE, CHANGUVETTY",168373,11.0068543,75.9943976,1
8627,20811,Bangalore,29,215,0,"Don Bosco College of Science and Management, 1A & 10, Bommahalii Hosur Main Rd,  Bangalore -68.",168375,12.97159,77.59456,1
8628,33754,Mumbai,27,318,0,Children Welfare Centre Claras College of Education Yari Road  Versova Mumbai-400 06,168376,19.07001,72.88001,0
8631,14224,GORAKHPUR,9,508,0,"Dr. Shyam Narayan Rai Mahavidyalaya, Bankata(Bhadsad), Gola, Gorakhpur",168384,26.75881,83.36970999999998,0
8632,45320,Dindigul,33,439,2,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY, DINDIGUL",168385,34.15442,74.64846,1
8634,48254,KARUR,33,439,2,ARULMURUGA TECHNICAL CAMPUS,168387,10.94931,77.83428999999998,1
8635,8254,kozhikode,32,251,0,"AWH COLLEGE OF EDUCATION, KALLAI",168388,6.380001,68.980001,1
8636,36886,RAWATSAR,8,406,0,"Adarsh College, Sardarpura Khalsa",168389,29.261661600000004,74.4856884,0
8637,38970,Sikar,8,422,1,"Gramin Mahila PG Mahavi., Sikar",168390,27.62001,75.15000999999998,1
8638,36960,Chennimalai,33,439,2,M.P.Nachimuthu M.Jaganathan Engineering College,168391,11.23562,77.23462,1
8639,28227,PATAUDI,6,167,0,SHRI RAM COLLEGE OF EDUCATION,168393,28.296118,76.83950699999998,0
8640,42258,DAVANGERE,29,218,0,"A R G Arts and Commerce College, Davangere",168394,14.4532769,75.9168917,1
8641,49144,RAJAPALAYAM,33,439,2,RAMCO INSTITUTE OF TECHNOLOGY,168395,9.48001,77.51001,1
8642,36913,SRI GANGANAGAR,8,406,0,"Sanatan Dharm Mahila B.Ed. College, Ravindra  Path",168397,29.929419,73.49059099999998,0
8643,44889,Thrissur,32,257,0,"College of Co-Operation Banking & Management, Vellanikkara",168398,10.543001,76.287001,1
8644,46156,Ghaziabad,9,549,0,"ITERC COLLEGE OF MANAGEMENT, ,GHAZIABAD",168399,28.72404997,77.46951342,1
8646,6739,DEESA,24,138,0,BHARAT EDUCATION TRUST BCA COLLEGE RASANA MOTA,168401,24.2117267,72.2359938,0
8647,51390,chomu jaipur,8,422,0,Prince College ,168402,27.635308,75.77495999999998,0
8648,13910,Ahmednagar,27,313,2,"Late Shri. Yashwantrao Chavan memorial Medical & Rural Developmet Foundation s Dental College, Ahemadnagar",168403,19.181044,74.727327,0
8649,28662,Ghaziabad,9,506,0,"INST. OF TECHNICAL EDU. & RESEARCH CENTRE, 446, INSTITUTIONAL AREA, DELHI-MEERUT ROAD, DUHAI, GHAZIABAD PH. 0120-3099371, 5545907, 9818580005",168404,28.72404997,77.46951342,1
8650,16518,CHENNAI - 600 123,33,439,3,Loyola Institute of Technology,168406,13.024870000000002,80.03440299999998,1
8651,50320,MAKTUPUR-384170,24,138,0,"NILKANTH SCIENCE COLLEGE, MAKTUPUR",168408,23.82620318,72.37046395999998,0
